Institute ID,Name,City,State,Score,Rank,Year
IR-O-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,52.77,33,2021
IR-O-U-0235,Mysore University,Mysuru,Karnataka,50.49,34,2021
IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal,50.48,35,2021
IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,50.42,36,2021
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.34,37,2021
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,50.31,38,2021
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50,39,2021
IR-O-U-0377,"Indian Institute of Science Education & Research, Mohali",Mohali,Punjab,49.58,40,2021
IR-O-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,49.27,41,2021
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,49.15,42,2021
IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,48.87,43,2021
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,48.87,43,2021
IR-O-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,48.83,45,2021
IR-O-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,48.7,46,2021
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,48.66,47,2021
IR-O-U-0006,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,48.65,48,2021
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,48.63,49,2021
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,48.57,50,2021
IR-O-U-0064,Indian Institute of Technology Patna,Patna,Bihar,47.67,51,2021
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,47.62,52,2021
IR-O-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,47.3,53,2021
IR-O-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,46.98,54,2021
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,46.98,54,2021
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,46.95,56,2021
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,46.79,57,2021
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,46.78,58,2021
IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,46.69,59,2021
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,46.65,60,2021
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.6,61,2021
IR-O-U-0027,Osmania University,Hyderabad,Telangana,46.57,62,2021
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,46.57,62,2021
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,46.46,64,2021
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,46.02,65,2021
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,45.89,66,2021
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.87,67,2021
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,45.65,68,2021
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,45.64,69,2021
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,45.63,70,2021
IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,45.36,71,2021
IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.29,72,2021
IR-O-U-0056,Tezpur University,Tezpur,Assam,45.22,73,2021
IR-O-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,45.07,74,2021
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,44.81,75,2021
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.64,76,2021
IR-O-U-0747,Chandigarh University,Mohali,Punjab,44.62,77,2021
IR-O-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,44.53,78,2021
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,44.4,79,2021
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,44.19,80,2021
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,43.95,81,2021
IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,43.93,82,2021
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,43.75,83,2021
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,43.6,84,2021
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.21,85,2021
IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,43.14,86,2021
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,43.1,87,2021
IR-O-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,43.04,88,2021
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,42.94,89,2021
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,42.79,90,2021
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,42.79,90,2021
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,42.78,92,2021
IR-O-U-0055,National Institute of Technology Silchar,Silchar,Assam,42.68,93,2021
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,42.56,94,2021
IR-O-U-0251,Calicut University,Malappuram,Kerala,42.42,95,2021
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,41.79,96,2021
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,41.74,97,2021
IR-O-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,41.72,98,2021
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,41.43,99,2021
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,41.1,100,2021
