Institute ID,Name,City,State,Score,Rank,Year
IR17-I-2-18243,Indian Institute of Science Bangalore,Bengaluru,Karnataka,83.28,1,2017
IR17-I-1-1-77,Indian Institute of Technology Madras,Chennai,Tamil Nadu,73.97,2,2017
IR17-I-2-18633,Indian Institute of Technology Bombay,Mumbai,Maharashtra,71.78,3,2017
IR17-I-2-18630,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,68.43,4,2017
IR17-I-2-1-79,Indian Institute of Technology Delhi,New Delhi,Delhi,64.18,5,2017
IR17-I-2-1-319,Jawaharlal Nehru University,New Delhi,Delhi,61.53,6,2017
IR17-I-2-18248,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,60.69,7,2017
IR17-I-2-1-251,Indian Institute of Technology Guwahati ,Guwahati,Assam,60.37,8,2017
IR17-I-2-18677,Indian Institute of Technology Roorkee ,Roorkee,Uttarakhand,59.84,9,2017
IR17-I-2-18500,Banaras Hindu University ,Varanasi,Uttar Pradesh,58.92,10,2017
IR17-I-2-30673,Jawaharlal Nehru Centre for Advanced Scientific Research ,Bengaluru,Karnataka,58.25,11,2017
IR17-I-2-10326,Jadavpur University ,Kolkata,West Bengal,57.32,12,2017
IR17-I-2-18292,Anna University ,Chennai,Tamil Nadu,56.5,13,2017
IR17-I-2-1-2813521158,University of Hyderabad ,Hyderabad,Telangana,56.3,14,2017
IR17-I-2-18552,University of Delhi ,Delhi,Delhi,55.37,15,2017
IR17-I-2-18267,Amrita Vishwa Vidyapeetham ,Coimbatore,Tamil Nadu,54.7,16,2017
IR17-I-1-18698,Indian Institute of Management Ahmedabad ,Ahmedabad,Gujarat,54.27,17,2017
IR17-I-2-1-618,Savitribai Phule Pune University ,Pune,Maharashtra,52.81,18,2017
IR17-I-2-18189,Aligarh Muslim University ,Aligarh,Uttar Pradesh,52.74,19,2017
IR17-I-2-1-2814289415,Jamia Millia Islamia ,New Delhi,Delhi,51.75,20,2017
IR17-I-2-18599,Birla Institute of Technology & Science -Pilani ,Pilani,Rajasthan,51.46,21,2017
IR17-I-2-18572,Vellore Institute of Technology ,Vellore,Tamil Nadu,51.36,22,2017
IR17-I-2-1-243,Indian Agricultural Research Institute ,New Delhi,Delhi,51.2,23,2017
IR17-I-2-1-346,Indian Institute of Technology Indore ,Indore,Madhya Pradesh,50.23,24,2017
IR17-I-1-1-217,Indian Institute of Management Bangalore ,Bengaluru,Karnataka,49.26,25,2017
IR17-I-2-1-345,Indian Institute of Technology Hyderabad ,Hyderabad,Telangana,49.07,26,2017
IR17-I-2-18606,Calcutta University ,Kolkata,West Bengal,48.9,27,2017
IR17-I-2-15598,Tamil Nadu Agricultural University ,Coimbatore,Tamil Nadu,48.84,28,2017
IR17-I-1-18637,"Indian Institute of Science Education & Research, Pune ",Pune,Maharashtra,48.28,29,2017
IR17-I-2-18364,Manipal Academy of Higher Education-Manipal ,Manipal,Karnataka,48.27,30,2017
IR17-I-2-18581,Visva Bharati ,Kolkata,West Bengal,48.19,31,2017
IR17-I-2-1-340,Indian Institute of Technology Ropar ,Rupnagar,Punjab,47.84,32,2017
IR17-I-2-1-624,Siksha`O` Anusandhan University ,Bhubaneswar,Odisha,46.72,33,2017
IR17-I-1-1-370,National Institute of Technology Tiruchirappalli ,Tiruchirappalli,Tamil Nadu,46.57,34,2017
IR17-I-2-18230,Homi Bhabha National Institute ,Mumbai,Maharashtra,46.45,35,2017
IR17-I-2-18559,Bharath Institute of Higher Education & Research ,Chennai,Tamil Nadu,46.45,35,2017
IR17-I-2-18639,Indian Institute of Technology Mandi ,Mandi,Himachal Pradesh,45.62,37,2017
IR17-I-2-18414,Osmania University ,Hyderabad,Telangana,45.52,38,2017
IR17-I-1-18700,Indian Institute of Management Calcutta ,Kolkata,West Bengal,45.17,39,2017
IR17-I-1-30713,"Punjab Agricultural University, Ludhiana ",Ludhiana,Punjab,44.99,40,2017
IR17-I-2-18261,Institute of Chemical Technology ,Mumbai,Maharashtra,44.95,41,2017
IR17-I-2-17784,Jamia Hamdard ,New Delhi,Delhi,44.84,42,2017
IR17-I-2-30702,Gauhati University ,Guwahati,Assam,44.42,43,2017
IR17-I-1-18635,"Indian Institute of Science Education & Research, Kolkata ",Mohanpur,West Bengal,44.38,44,2017
IR17-I-2-18567,Bharathiar University ,Coimbatore,Tamil Nadu,44.29,45,2017
IR17-I-2-1-140,National Institute of Technology Rourkela ,Rourkela,Odisha,44.02,46,2017
IR17-I-2-18317,Kerala University ,Thiruvananthapuram,Kerala,43.95,47,2017
IR17-I-2-10563,Tezpur University ,Tezpur,Assam,43.78,48,2017
IR17-I-1-700,TATA Institute of Social Sciences ,Mumbai,Maharashtra,43.71,49,2017
IR17-I-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA) ,Thanjavur,Tamil Nadu,43.5,50,2017
IR17-I-1-18704,Indian Institute of Management Lucknow ,Lucknow,Uttar Pradesh,43.35,51,2017
IR17-I-2-1-333,"Indian Institute of Science Education & Research, Mohali ",Mohali,Punjab,43.27,52,2017
IR17-I-1-18632,Indian Institute of Technology (Indian School of Mines) ,Dhanbad,Jharkhand,43.21,53,2017
IR17-I-2-1-2814248400,Panjab University ,Chandigarh,Chandigarh,43.13,54,2017
IR17-I-2-1-596,S.R.M Institute of Science and Technology ,Chennai,Tamil Nadu,43.07,55,2017
IR17-I-1-1-249,Indian Institute of Space Science and Technology ,Thiruvananthapuram,Kerala,43.06,56,2017
IR17-I-2-1-457,Mysore University ,Mysore,Karnataka,42.83,57,2017
IR17-I-2-18693,"National Institute of Pharmaceutical Education and Research, Hyderabad ",Hyderabad,Telangana,42.74,58,2017
IR17-I-2-18424,Pondicherry University ,Puducherry,Pondicherry,42.7,59,2017
IR17-I-2-1-697,Tamil Nadu Veterinary & Animal Sciences University ,Chennai,Tamil Nadu,42.48,60,2017
IR17-I-2-1-661,Sri Ramachandra University ,Chennai,Tamil Nadu,42.46,61,2017
IR17-I-2-18276,Anand Agricultural University ,Anand,Gujarat,42.26,62,2017
IR17-I-1-18709,Indian Institute of Management Udaipur ,Udaipur,Rajasthan,42.15,63,2017
IR17-I-2-18341,University of Madras ,Chennai,Tamil Nadu,41.85,64,2017
IR17-I-1-1-493,National Institute of Technology Surathkal ,Surathkal,Karnataka,41.8,65,2017
IR17-I-1-18627,Indian Institute of Technology Bhubaneswar ,Bhubaneswar,Odisha,41.75,66,2017
IR17-I-1-1-18708,Indian Institute of Management Tiruchirappalli ,Tiruchirappalli,Tamil Nadu,41.73,67,2017
IR17-I-2-1-668,Sri Venkateswara University ,Tirupati,Andhra Pradesh,41.48,68,2017
IR17-I-2-1-31,Andhra University ,Visakhapatnam,Andhra Pradesh,41.38,69,2017
IR17-I-2-18672,"Indian Institute of Technology (Banaras Hindu University), Varanasi ",Varanasi,Uttar Pradesh,41.37,70,2017
IR17-I-1-1-347,Indian Institute of Management Kashipur ,Kashipur,Uttarakhand,41.36,71,2017
IR17-I-2-18472,Sathyabama Institute of Science and Technology ,Chennai,Tamil Nadu,41.3,72,2017
IR17-I-2-18690,"Indian Institute of Engineering Science and Technology, Shibpur ",Howrah,West Bengal,41.28,73,2017
IR17-I-2-1-299,Jagadguru Sri Shivarathreeshwara University ,Mysore,Karnataka,41.18,74,2017
IR17-I-2-1-2813959492,Thapar University ,Patiala,Punjab,40.78,75,2017
IR17-I-2-30671,Dr. D. Y. Patil Vidyapeeth Pune ,Pune,Maharashtra,40.59,76,2017
IR17-I-2-18409,North Eastern Hill University ,Shillong,Meghalaya,40.51,77,2017
IR17-I-1-18628,Indian Institute of Technology Gandhinagar ,Ahmedabad,Gujarat,40.48,78,2017
IR17-I-2-1-336,Kalinga Institute of Industrial Technology ,Bhubaneswar,Odisha,40.47,79,2017
IR17-I-1-1-2811256746,Sri Sivasubrmaniya Nadar College of Engineering ,Kalavakkam,Tamil Nadu,40.31,80,2017
IR17-I-2-18214,Guru Angad Dev Veterinary & Animal Sciences University ,Ludhiana,Punjab,40.1,81,2017
IR17-I-2-18622,National Institute of Technology Warangal ,Warangal,Telangana,40.05,82,2017
IR17-I-2-1-344,Indian Institute of Technology Patna ,Patna,Bihar,39.87,83,2017
IR17-I-2-1-178,Dr. Y.S.Parmar University of Horticulture & Forestry ,Solan,Himachal Pradesh,39.54,84,2017
IR17-I-1-18703,Indian Institute of Management Kozhikode ,Kozhikode,Kerala,39.2,85,2017
IR17-I-2-18259,AMITY University ,Gautam Budh Nagar,Uttar Pradesh,39.17,86,2017
IR17-I-1-12080,Indian Institute of Crop Processing Technology ,Thanjavur,Tamil Nadu,39.15,87,2017
IR17-I-1-2811179135,PSG College of Technology ,Coimbatore,Tamil Nadu,39.07,88,2017
IR17-I-2-18508,Banasthali Vidyapith ,Banasthali,Rajasthan,38.74,89,2017
IR17-I-2-18580,Bharati Vidyapeeth ,Pune,Maharashtra,38.73,90,2017
IR17-I-2-18474,Saveetha Institute of Medical and Technical Sciences ,Chennai,Tamil Nadu,38.68,91,2017
IR17-I-2-1-33,Annamalai University ,Annamalainagar,Tamil Nadu,38.59,92,2017
IR17-I-2-18607,Calicut University ,Calicut,Kerala,38.45,93,2017
IR17-I-2-1-448,Mizoram University ,Aizwal,Mizoram,38.36,94,2017
IR17-I-2-1-373,Kurukshetra University ,Kurushetra,Haryana,38.26,95,2017
IR17-I-2-10933,Shiv Nadar University ,Chithera,Uttar Pradesh,37.95,96,2017
IR17-I-2-21078,Symbiosis International University ,Pune,Maharashtra,37.67,97,2017
IR17-I-2-18634,"Indian Institute of Science Education & Research, Bhopal ",Bhopal,Madhya Pradesh,37.32,98,2017
IR17-I-1-18710,Rajiv Gandhi Indian Institute of Management ,Shillong,Meghalaya,37.28,99,2017
IR17-I-2-1-N002,KLE Academy of Higher Education and Research ,Belagavi,Karnataka,37.25,100,2017
IR-1-O-O-U-0220,Indian Institute of Science ,Bengaluru,Karnataka,82.16,1,2018
IR-2-O-OE-U-0456,Indian Institute of Technology Madras ,Chennai,Tamil Nadu,81.39,2,2018
IR-3-O-OEM-U-0306,Indian Institute of Technology Bombay ,Mumbai,Maharashtra,79.2,3,2018
IR-3-O-OEM-I-1074,Indian Institute of Technology Delhi ,New Delhi,Delhi,73.97,4,2018
IR-5-O-OEMAL-U-0573,Indian Institute of Technology Kharagpur ,Kharagpur,West Bengal,71.39,5,2018
IR-1-O-O-U-0109,Jawaharlal Nehru University ,New Delhi,Delhi,67.57,6,2018
IR-3-O-OEM-I-1075,Indian Institute of Technology Kanpur ,Kanpur,Uttar Pradesh,65.39,7,2018
IR-4-O-OEMA-U-0560,Indian Institute of Technology Roorkee ,Roorkee,Uttarakhand,64.93,8,2018
IR-3-O-OMD-U-0500,Banaras Hindu University ,Varanasi,Uttar Pradesh,63.52,9,2018
IR-4-O-OEMA-U-0439,Anna University ,Chennai,Tamil Nadu,62.82,10,2018
IR-1-O-O-U-0042,University of Hyderabad ,Hyderabad,Telangana,60.54,11,2018
IR-2-O-OE-U-0053,Indian Institute of Technology Guwahati ,Guwahati,Assam,60.16,12,2018
IR-2-O-OE-U-0575,Jadavpur University ,Kolkata,West Bengal,59.68,13,2018
IR-1-O-O-U-0120,University of Delhi ,Delhi,Delhi,58.69,14,2018
IR-1-O-O-U-0436,Amrita Vishwa Vidyapeetham ,Coimbatore,Tamil Nadu,58.46,15,2018
IR-1-O-O-U-0323,Savitribai Phule Pune University ,Pune,Maharashtra,58.24,16,2018
IR-7-O-OEMALDC-U-0496,Aligarh Muslim University ,Aligarh,Uttar Pradesh,57.78,17,2018
IR-1-O-O-U-0234,Manipal Academy of Higher Education ,Manipal,Karnataka,57.37,18,2018
IR-5-O-OEMAL-U-0108,Jamia Millia Islamia ,New Delhi,Delhi,56.18,19,2018
IR-1-O-C-U-0447,Bharathiar University ,Coimbatore,Tamil Nadu,55.08,20,2018
IR-1-O-O-U-0570,Calcutta University ,Kolkata,West Bengal,53.38,21,2018
IR-2-O-OE-U-0013,Indian Institute of Technology Hyderabad ,Hyderabad,Telangana,53.07,22,2018
IR-1-O-D-U-0523,King George`s Medical University ,Lucknow,Uttar Pradesh,52.73,23,2018
IR-3-O-OEM-U-0490,Vellore Institute of Technology ,Vellore,Tamil Nadu,52.68,24,2018
IR-1-O-O-U-0572,Indian Institute of Science Education & Research Kolkata ,Mohanpur,West Bengal,52.52,25,2018
IR-3-O-OEP-U-0391,Birla Institute of Technology & Science ,Pilani,Rajasthan,52.15,26,2018
IR-2-O-OE-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad ,Dhanbad,Jharkhand,52.04,27,2018
IR-1-O-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi ,Varanasi,Uttar Pradesh,51.85,28,2018
IR-1-O-O-I-1357,University of Madras ,Chennai,Tamil Nadu,51.52,29,2018
IR-3-O-OEP-U-0308,Institute of Chemical Technology ,Mumbai,Maharashtra,51.39,30,2018
IR-2-O-OE-U-0467,National Institute of Technology Tiruchirappalli ,Tiruchirappalli,Tamil Nadu,51.38,31,2018
IR-1-O-O-U-0305,Indian Institute of Science Education & Research Pune ,Pune,Maharashtra,51.04,32,2018
IR-6-O-OEMLDP-U-0078,Panjab University ,Chandigarh,Chandigarh,50.94,33,2018
IR-1-O-M-S-8972,Indian Institute of Management Calcutta ,Kolkata,West Bengal,50.87,34,2018
IR-1-O-O-U-0446,Bharath Institute of Higher Education & Research ,Chennai,Tamil Nadu,50.74,35,2018
IR-6-O-OEMALP-U-0006,Andhra University ,Visakhapatnam,Andhra Pradesh,50.39,36,2018
IR-5-O-OEMDP-U-0107,Jamia Hamdard ,New Delhi,Delhi,50.31,37,2018
IR-2-O-OD-U-0363,Siksha `O` Anusandhan ,Bhubaneswar,Odisha,49.59,38,2018
IR-2-O-OE-U-0139,Indian Institute of Technology Gandhinagar ,Gandhinagar,Gujarat,49.31,39,2018
IR-1-O-O-U-0485,Tamil Nadu Agricultural University ,Coimbatore,Tamil Nadu,49.22,40,2018
IR-1-O-O-U-0304,Homi Bhabha National Institute ,Mumbai,Maharashtra,48.98,41,2018
IR-2-O-OE-U-0357,National Institute of Technology Rourkela ,Rourkela,Odisha,48.62,42,2018
IR-1-O-C-U-0435,Alagappa University ,Karaikudi,Tamil Nadu,48.25,43,2018
IR-2-O-OE-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur ",Howrah,West Bengal,48.06,44,2018
IR-1-O-O-U-0027,Osmania University ,Hyderabad,Telangana,48.02,45,2018
IR-1-O-O-U-0056,Tezpur University ,Tezpur,Assam,48.0,46,2018
IR-1-O-O-U-0260,Kerala University ,Thiruvananthapuram,Kerala,47.72,47,2018
IR-1-O-O-U-0589,Visva Bharati ,Kolkata,West Bengal,47.62,48,2018
IR-1-O-O-U-0331,Tata Institute of Social Sciences ,Mumbai,Maharashtra,47.46,49,2018
IR-2-O-EM-I-1480,Thapar Institute of Engineering and Technology ,Patiala,Punjab,47.11,50,2018
IR-2-O-OE-U-0355,Indian Institute of Technology Bhubaneswar ,Bhubaneswar,Odisha,47.07,51,2018
IR-1-O-O-U-0262,Mahatma Gandhi University ,Kottayam,Kerala,46.56,52,2018
IR-1-O-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology ,Pantnagar,Uttarakhand,46.56,52,2018
IR-4-O-OEML-U-0476,Shanmugha Arts Science Technology & Research Academy ,Thanjavur,Tamil Nadu,46.33,54,2018
IR-1-O-O-U-0377,Indian Institute of Science Education & Research Mohali ,Mohali,Punjab,46.24,55,2018
IR-1-O-O-U-0272,Indian Institute of Science Education & Research Bhopal ,Bhopal,Madhya Pradesh,46.17,56,2018
IR-2-O-OE-U-0237,National Institute of Technology Surathkal ,Surathkal,Karnataka,46.14,57,2018
IR-1-O-O-U-0254,Indian Institute of Science Education & Research Thiruvananthapuram ,Thiruvananthapuram,Kerala,45.97,58,2018
IR-2-O-OP-U-0222,JSS Academy of Higher Education and Research ,Mysore,Karnataka,45.76,59,2018
IR-1-O-O-U-0381,Punjab Agricultural University ,Ludhiana,Punjab,45.56,60,2018
IR-1-O-O-U-0052,Gauhati University ,Guwahati,Assam,45.44,61,2018
IR-3-O-ODP-I-1486,Sri Ramachandra Medical College and Research Institute ,Chennai,Tamil Nadu,45.29,62,2018
IR-5-O-OEMDP-U-0473,SRM Institute of Science and Technology ,Chennai,Tamil Nadu,45.17,63,2018
IR-3-O-OEM-C-37013,PSG College of Technology ,Coimbatore,Tamil Nadu,44.94,64,2018
IR-5-O-OEMLD-U-0356,Kalinga Institute of Industrial Technology ,Bhubaneswar,Odisha,44.81,65,2018
IR-5-O-OEMAP-U-0202,Birla Institute of Technology ,Ranchi,Jharkhand,44.71,66,2018
IR-1-O-O-U-0329,Symbiosis International ,Pune,Maharashtra,44.62,67,2018
IR-4-O-OEMA-U-0474,Sathyabama Institute of Science and Technology ,Chennai,Tamil Nadu,44.34,68,2018
IR-2-O-OE-U-0064,Indian Institute of Technology Patna ,Patna,Bihar,44.25,69,2018
IR-2-O-OD-I-1441,Saveetha Institute of Medical and Technical Sciences ,Chennai,Tamil Nadu,44.0,70,2018
IR-1-O-O-U-0196,University of Kashmir ,Srinagar,Jammu and Kashmir,43.96,71,2018
IR-1-O-O-U-0642,Shiv Nadar University ,Chithera,Uttar Pradesh,43.68,72,2018
IR-1-O-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering ,Kancheepuram,Tamil Nadu,43.6,73,2018
IR-2-O-OE-U-0037,Sri Venkateswara University ,Tirupati,Andhra Pradesh,43.44,74,2018
IR-1-O-D-C-45515,PSG Institute of Medical Sciences & Research ,Coimbatore,Tamil Nadu,43.24,75,2018
IR-1-O-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University ,Hisar,Haryana,43.21,76,2018
IR-3-O-OML-U-0195,University of Jammu ,Jammu Tawi,Jammu and Kashmir,43.19,77,2018
IR-2-O-OE-U-0025,National Institute of Technology Warangal ,Warangal,Telangana,43.16,78,2018
IR-2-O-OD-I-1110,Dr. D. Y. Patil Vidyapeeth ,Pune,Maharashtra,43.15,79,2018
IR-6-O-OEMALP-U-0497,Amity University ,Gautam Budh Nagar,Uttar Pradesh,42.99,80,2018
IR-1-O-O-U-0463,Madurai Kamraj University ,Madurai,Tamil Nadu,42.98,81,2018
IR-6-O-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,42.8,82,2018
IR-2-O-EM-U-0020,Koneru Lakshmaiah Education Foundation University ,Vaddeswaram,Andhra Pradesh,42.78,83,2018
IR-1-O-O-U-0225,KLE Academy of Higher Education and Research ,Belagavi,Karnataka,42.76,84,2018
IR-1-O-O-U-0246,University of Agricultural Sciences ,Dharwad,Karnataka,42.55,85,2018
IR-3-O-OEM-U-0369,Pondicherry University ,Puducherry,Pondicherry,42.36,86,2018
IR-1-O-O-U-0376,Guru Nanak Dev University ,Amritsar,Punjab,42.36,86,2018
IR-1-O-O-U-0341,North Eastern Hill University ,Shillong,Meghalaya,42.34,88,2018
IR-1-O-D-U-0036,Sri Venkateswara Institute of Medical Sciences ,Tirupati,Andhra Pradesh,42.33,89,2018
IR-2-O-OE-U-0507,Dayalbagh Educational Institute ,Agra,Uttar Pradesh,41.95,90,2018
IR-4-O-OEMP-U-0389,Banasthali Vidyapith ,Banasthali,Rajasthan,41.88,91,2018
IR-1-O-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University ,Chennai,Tamil Nadu,41.73,92,2018
IR-1-O-O-I-1361,Bharati Vidyapeeth ,Pune,Maharashtra,41.71,93,2018
IR-1-O-O-U-0448,Bharathidasan University ,Tiruchirappalli,Tamil Nadu,41.63,94,2018
IR-3-O-OEA-C-26794,Thiagarajar College of Engineering ,Madurai,Tamil Nadu,41.41,95,2018
IR-1-O-E-C-41593,College of Engineering ,Pune,Maharashtra,40.74,96,2018
IR-1-O-D-C-47762,Mahatma Gandhi Medical College and Research Institute ,Puducherry,Pondicherry,40.72,97,2018
IR-1-O-O-U-0121,Goa University ,Goa,Goa,40.66,98,2018
IR-1-O-O-U-0253,Cochin University of Science and Technology ,Cochin,Kerala,40.53,99,2018
IR-2-O-OE-U-0098,Delhi Technological University ,New Delhi,Delhi,40.52,100,2018
IR-O-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,83.88,1,2019
IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,82.28,2,2019
IR-O-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,78.69,3,2019
IR-O-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,78.62,4,2019
IR-O-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,74.31,5,2019
IR-O-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,69.07,6,2019
IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,68.68,7,2019
IR-O-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,67.68,8,2019
IR-O-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,65.47,9,2019
IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,64.55,10,2019
IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,61.85,11,2019
IR-O-U-0570,Calcutta University,Kolkata,West Bengal,60.87,12,2019
IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,60.53,13,2019
IR-O-U-0439,Anna University,Chennai,Tamil Nadu,60.35,14,2019
IR-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,59.22,15,2019
IR-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,58.5,16,2019
IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,58.4,17,2019
IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,58.36,18,2019
IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,58.07,19,2019
IR-O-U-0120,University of Delhi,Delhi,Delhi,57.59,20,2019
IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,57.23,21,2019
IR-O-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,56.92,22,2019
IR-O-U-0305,Indian Institute of Science Education & Research Pune,Pune,Maharashtra,54.48,23,2019
IR-O-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,54.32,24,2019
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,53.4,25,2019
IR-O-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,52.68,26,2019
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,52.62,27,2019
IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,52.49,28,2019
IR-O-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,52.11,29,2019
IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,51.95,30,2019
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,51.73,31,2019
IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,51.44,32,2019
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,51.34,33,2019
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,51.25,34,2019
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,51.21,35,2019
IR-O-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,50.96,36,2019
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,50.88,37,2019
IR-O-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,50.75,38,2019
IR-O-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,50.53,39,2019
IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal,50.44,40,2019
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.31,41,2019
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,49.91,42,2019
IR-O-U-0027,Osmania University,Hyderabad,Telangana,49.86,43,2019
IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,49.4,44,2019
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,49.27,45,2019
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,48.73,46,2019
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,48.54,47,2019
IR-O-U-0056,Tezpur University,Tezpur,Assam,48.47,48,2019
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,48.08,49,2019
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,47.97,50,2019
IR-O-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,47.85,51,2019
IR-O-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,47.8,52,2019
IR-O-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,47.37,53,2019
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,47.34,54,2019
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysore,Karnataka,46.97,55,2019
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,46.82,56,2019
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,46.32,57,2019
IR-O-U-0064,Indian Institute of Technology Patna,Patna,Bihar,46.28,58,2019
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,46.27,59,2019
IR-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,46.09,60,2019
IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,46.06,61,2019
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,45.99,62,2019
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,45.8,63,2019
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,45.58,64,2019
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.57,65,2019
IR-O-U-0377,Indian Institute of Science Education & Research Mohali,Mohali,Punjab,45.43,66,2019
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,45.42,67,2019
IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,45.41,68,2019
IR-O-U-0463,Madurai Kamraj University,Madurai,Tamil Nadu,45.2,69,2019
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,45.11,70,2019
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,44.89,71,2019
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,44.88,72,2019
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,44.88,72,2019
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,44.7,74,2019
IR-O-U-0381,Punjab Agricultural University,Ludhiana,Punjab,44.66,75,2019
IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,44.46,76,2019
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,44.45,77,2019
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,44.35,78,2019
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.19,79,2019
IR-O-U-0235,Mysore University,Mysore,Karnataka,44.06,80,2019
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.69,81,2019
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,43.65,82,2019
